Departamento,Municipio,Longitud,Latitud
Amazonas,La Chorrera,-72.764022332691,-1.23808221157371
Amazonas,Santander,-71.9389381355842,-1.1010276842237
Amazonas,Mirití-Paraná,-71.1855045977313,-0.687037554688044
Amazonas,La Victoria,-71.104878049043,-0.125016386337074
Nariño,Potosí,-77.4248079376972,0.722678477895685
Putumayo,Puerto Caicedo,-76.480994051812,0.725071229483551
Nariño,Córdoba,-77.3603297884649,0.770801804669318
Nariño,Puerres,-77.3222487383145,0.826519348721562
Putumayo,Orito,-76.943139229308,0.673756321136699
Nariño,Contadero,-77.528087316804,0.932667457231609
Nariño,Gualmatán,-77.5826188271654,0.928642622426014
Nariño,Pupiales,-77.6333695400699,0.916769829649637
Caquetá,Solita,-75.6384004526034,0.909265452160496
Nariño,Iles,-77.5186455951211,0.980546075353082
Nariño,Guachucal,-77.7375894014236,0.975037904103314
Nariño,Funes,-77.3284298405787,0.914216534275997
Putumayo,Puerto Guzmán,-75.8802343277681,0.746434642659679
Nariño,Ospina,-77.5523494469114,1.02981584783585
Putumayo,Villagarzón,-76.7449545686259,0.911149459578985
Nariño,Sapuyes,-77.6804499221275,1.03618904567217
Nariño,Imués,-77.5015148454647,1.07289000223855
Caquetá,Curillo,-75.9523650727643,1.05835501747605
Caquetá,Solano,-73.1238718550918,0.211283583028515
Nariño,Yacuanquer,-77.4246756885937,1.12554791519178
Putumayo,Santiago,-77.0056290077447,1.08581285557043
Nariño,Tangua,-77.3506293742492,1.06408386619214
Nariño,Guaitarilla,-77.5301133674403,1.15136666597694
Nariño,Consacá,-77.4406392075302,1.20906673151417
Putumayo,San Francisco,-76.8472665987681,1.13607108877259
Nariño,Túquerres,-77.6307327743204,1.1344416491089
Putumayo,Colón,-76.9667282912251,1.22321635166984
Nariño,Providencia,-77.5984458287789,1.23288187786664
Nariño,Nariño,-77.3538883456506,1.28085960512462
Nariño,Ancuya,-77.5311577636033,1.24525409471297
Putumayo,Sibundoy,-76.9130737522035,1.22874814660651
Caquetá,Valparaíso,-75.6270476688681,1.06129220665823
Nariño,Pasto,-77.2060983577843,1.08360482710842
Caquetá,Milán,-75.3866470298088,1.14669341862388
Caquetá,Albania,-75.8821212199402,1.22755117352185
Nariño,Sandoná,-77.4567006841497,1.28810540897755
Nariño,Mallama,-77.8466592301669,1.15595103743002
Nariño,La Florida,-77.3882284361462,1.33392588827064
Nariño,Buesaco,-77.1163663958825,1.31521563692836
Nariño,Santacruz,-77.7445735212837,1.28517990717779
Putumayo,Mocoa,-76.6843621220244,1.22857488736697
Nariño,Linares,-77.5209461846913,1.39515755410183
Nariño,Albán,-77.0688094747355,1.46985408151649
Nariño,El Tablón,-76.9852695889279,1.4094302075163
Nariño,Chachagüí,-77.2696902198674,1.38649784319703
Nariño,Arboleda,-77.129850004035,1.48005117755867
Nariño,El Tambo,-77.3829433394704,1.43015706883627
Caquetá,Cartagena Del Chairá,-74.2723549852216,0.647693077168699
Nariño,San Bernardo,-77.0207066249135,1.52978248406323
Caquetá,Morelia,-75.673811734714,1.382997087278
Caquetá,San José Del Fragua,-76.1091800292664,1.30436340066098
Cauca,Piamonte,-76.3054722473378,1.15233163276375
Nariño,San Pedro De Cartago,-77.1014032497074,1.536823493188
Nariño,Samaniego,-77.6917976759882,1.43055877874633
Nariño,El Peñol,-77.4304539642166,1.51190485120501
Nariño,Belén,-77.0428952560363,1.59076428106236
Nariño,La Cruz,-76.9233527711088,1.58417620575995
Nariño,La Llanada,-77.7031676259327,1.55400611257765
Nariño,San Lorenzo,-77.2187269257626,1.54213958165178
Nariño,Colón,-77.0473156009375,1.63633437868793
Nariño,Taminango,-77.3252331316906,1.5916625322853
Nariño,La Unión,-77.1428462184448,1.61969737553299
Nariño,San Pablo,-76.9752797706686,1.68157673895333
Vaupés,Carurú,-71.3309303514314,1.05276231726522
Cauca,Florencia,-77.0873572353892,1.69453473994395
Caquetá,Belén De Los Andaquíes,-75.875645112169,1.50092286192197
Caquetá,Montañita,-75.2357282427163,1.30286243483782
Huila,Palestina,-76.1469087165117,1.67892254124561
Huila,Acevedo,-75.9915753663999,1.71212973196844
Cauca,Santa Rosa,-76.5387628072911,1.52002178784722
Nariño,Los Andes,-77.710547895071,1.67260287942331
Nariño,Policarpa,-77.4813561470855,1.73539159906352
Nariño,Cumbitara,-77.5928163716596,1.72559010862587
Cauca,Mercaderes,-77.1806054571778,1.79382526586768
Cauca,San Sebastián,-76.7165242404384,1.85626181242174
Cauca,Almaguer,-76.8349451985517,1.9124405182202
Nariño,El Rosario,-77.4382599462679,1.84509551618376
Guaviare,Miraflores,-72.0181089566915,1.36397541244503
Huila,Suaza,-75.8079847054494,1.87099208370423
Huila,Pitalito,-76.1191958071758,1.82790358894806
Huila,Timaná,-75.9175764851006,1.95071522639252
Huila,Elías,-75.9509174633503,2.00624805147631
Huila,Guadalupe,-75.6969286560292,1.98438892722452
Cauca,Bolívar,-76.9633730026075,1.85395231438794
Nariño,Magüí,-78.0447385606062,1.90685765443781
Nariño,Leiva,-77.31194467433,1.93897716356311
Huila,Oporapa,-76.0411028943799,2.06119135821584
Cauca,Sucre,-76.9099396493215,2.0577351868915
Cauca,La Vega,-76.7588062027369,2.05393342541933
Huila,Altamira,-75.7685838560069,2.07922128343788
Guaviare,Calamar,-73.0333433071437,1.61329369310205
Huila,San Agustín,-76.4165655067869,1.92416549404674
Caquetá,Florencia,-75.5582391668424,1.74914022629961
Cauca,Balboa,-77.2088132971014,2.08473294420788
Huila,Tarqui,-75.875348450105,2.13028054378598
Nariño,Roberto Payán,-78.3811176460652,1.89758201516812
Cauca,La Sierra,-76.7822803296451,2.18747357647975
Huila,Saladoblanco,-76.2289790388701,2.10038302077743
Huila,Isnos,-76.2563632424039,2.00678433406774
Huila,La Argentina,-76.117818335203,2.1814525328102
Nariño,Francisco Pizarro,-78.5919287690954,2.08853339733306
Caquetá,El Paujil,-75.2340433396146,1.61774635137899
Huila,Garzón,-75.5713105811555,2.17244513613357
Cauca,Rosas,-76.7529275785357,2.25087676595955
Caquetá,El Doncello,-75.1939441513103,1.79138588855578
Cauca,Patía,-77.0579285385136,2.14816375995967
Huila,Pital,-75.8319516097323,2.25960176529838
Huila,Agrado,-75.716322360182,2.26975041789409
N/A,Area En Litigio Cauca - Huila,-76.2417896892111,2.2965030260705
Cauca,Sotará,-76.6114663322562,2.2318205424815
Cauca,Puracé,-76.4585811415455,2.2718235593191
Guaviare,El Retorno,-71.536566810327,2.08611583927049
Cauca,Timbío,-76.7105168019823,2.36962686623178
Huila,Paicol,-75.7280302758689,2.40689826770107
Huila,La Plata,-76.0011729883379,2.32807658771252
Cauca,Argelia,-77.26314905887,2.32933728453814
Huila,Gigante,-75.5169969697991,2.37178973799717
Cauca,Popayán,-76.5919438352656,2.47170493163
Cauca,Totoró,-76.3904746376073,2.50450024649201
Caquetá,Puerto Rico,-75.0730862686535,2.01894089070026
Meta,La Macarena,-74.0580464498057,2.26233682490143
Nariño,Mosquera,-78.4388260996896,2.44249453311616
Huila,Tesalia,-75.6825964205114,2.52685513129355
Nariño,Olaya Herrera,-78.2947162265995,2.2898929766752
Nariño,Santa Bárbara,-77.8743722468371,2.30215500377965
Nariño,La Tola,-78.2099103220949,2.41930635950613
Huila,Hobo,-75.4477952465536,2.54168517112868
Cauca,Inzá,-76.1376253102228,2.49905878642902
Huila,Nátaga,-75.7869378273629,2.57606553579735
Nariño,El Charco,-77.7957374514773,2.18315618890625
Huila,Algeciras,-75.2913494372829,2.4978506957059
Cauca,Guapi,-77.690475304364,2.41326695966586
Cauca,Cajibío,-76.7013657229644,2.64320748941257
Huila,Yaguará,-75.515926449161,2.64656333853197
Huila,Campoalegre,-75.3294170479248,2.65868085648705
Cauca,Silvia,-76.3505735140449,2.65129212195685
Huila,Íquira,-75.673831624737,2.69151773191939
Cauca,El Tambo,-77.0051120718463,2.53448800749923
Cauca,Piendamó Tunia,-76.5647381871358,2.71449267645338
Huila,Rivera,-75.2355448416552,2.78222411876579
Cauca,Caldono,-76.4645161176949,2.81032824118062
Cauca,Timbiquí,-77.4913157637601,2.69947512638533
Caquetá,San Vicente Del Caguán,-74.253428195712,1.60646535094334
Cauca,Morales,-76.7509625411797,2.81476546497644
Huila,Teruel,-75.7143529864603,2.82411372591001
Cauca,Jambaló,-76.3112491148341,2.84981058615698
Huila,Santa María,-75.6335978522349,2.92626593140604
Cauca,Páez,-75.9936826379556,2.73388770064938
Cauca,Suárez,-76.7458247493505,2.93686572974941
Cauca,Toribío,-76.2033156623378,2.97577199671937
Huila,Palermo,-75.4406542074385,2.91449222585833
Cauca,Santander De Quilichao,-76.498735179439,2.98447272676384
Huila,Tello,-75.0853688309364,3.03061010908161
Meta,Vistahermosa,-73.6657476484622,2.81206068223529
Cauca,Corinto,-76.2096456902392,3.13675360204954
Cauca,Buenos Aires,-76.6790099094224,3.04591976611829
Cauca,Padilla,-76.3362425642597,3.19472869397914
Cauca,López,-77.2184143683498,3.00154204806824
Huila,Neiva,-75.2723730286728,2.99336456218578
Cauca,Miranda,-76.2167050906776,3.22823502012807
Huila,Baraya,-74.9579779679753,3.13542363942374
Tolima,Planadas,-75.8168433963284,3.0989740264013
Valle del Cauca,Jamundí,-76.6276077512423,3.21389234691358
Valle del Cauca,Florida,-76.1647726307777,3.30410433749091
Huila,Aipe,-75.3526218051623,3.26237493561872
Huila,Villavieja,-75.1383829073121,3.28705788995107
Valle del Cauca,Candelaria,-76.3829573577122,3.38195494751993
Valle del Cauca,Pradera,-76.1784160938617,3.42063687796434
Meta,Puerto Lleras,-73.2367157889334,3.19309373244531
Meta,San Juan De Arama,-73.8198111883311,3.2888571081359
Tolima,Alpujarra,-74.9407823144201,3.39001506184529
Meta,Fuentedeoro,-73.5962576400074,3.38237174236917
Valle del Cauca,Santiago de Cali,-76.5763253205483,3.39909178052863
Meta,Mesetas,-74.124548234114,3.15477120223961
Meta,Granada,-73.746961570858,3.49655768631429
Tolima,Ataco,-75.4822756033594,3.42842976361644
Tolima,Natagaima,-75.1220100003737,3.54051820009434
Valle del Cauca,Yumbo,-76.5109708485794,3.59584927052025
Valle del Cauca,Palmira,-76.2277366789303,3.55840296558512
Guainía,Barrancominas,-69.6975583764268,3.14025924571074
Meta,El Castillo,-73.8880070692772,3.61562454085837
Meta,El Dorado,-73.8316189232472,3.70696978492791
Valle del Cauca,El Cerrito,-76.2091665770653,3.67598395367866
Tolima,Rioblanco,-75.8548108798644,3.46807761931343
Meta,Uribe,-74.4324590619976,3.04729004433587
Meta,Lejanías,-74.0962846673958,3.61471487253139
Meta,San Martín,-72.9853706127455,3.53590997075921
Tolima,Prado,-74.8724770506764,3.72916660710303
Valle del Cauca,Vijes,-76.4703589926071,3.74336782130502
Valle del Cauca,Ginebra,-76.1908179168258,3.74410507774667
Huila,Colombia,-74.6782925852142,3.45198799987963
Tolima,Dolores,-74.8025667308597,3.59786326883172
Valle del Cauca,Guacarí,-76.2944868911489,3.78378311672787
Valle del Cauca,La Cumbre,-76.5898983873827,3.69430350699702
Valle del Cauca,Restrepo,-76.5346257337742,3.80627520065172
Valle del Cauca,Dagua,-76.7204132790982,3.64987635495558
Tolima,Coyaima,-75.1485373591454,3.73862555947418
Meta,Castilla La Nueva,-73.5388666195074,3.80515412305743
Meta,San Carlos De Guaroa,-73.2758808261867,3.84764842227298
Tolima,Villarrica,-74.6189662286219,3.85438410214146
Valle del Cauca,Buga,-76.1051327868741,3.85523789921717
Tolima,Saldaña,-75.0185976186248,3.91254279546281
Tolima,Purificación,-74.8744955508096,3.85428821702543
Meta,Cubarral,-74.0752985825081,3.82824195013578
Cundinamarca,Cabrera,-74.4461560608875,3.91861923945573
Tolima,Chaparral,-75.589866320753,3.74369318658685
Valle del Cauca,San Pedro,-76.2083844431124,3.98142395405706
Valle del Cauca,Yotoco,-76.3907970654373,3.90418280804718
Valle del Cauca,Calima,-76.6277809223535,3.94438578115619
Meta,Guamal,-73.959837209649,3.94777465769983
Cundinamarca,Venecia,-74.4525979557445,4.06334207273815
Tolima,Ortega,-75.2782327389946,3.93778405397293
Tolima,San Antonio,-75.4990684406526,3.95515987308994
Tolima,Cunday,-74.689359250103,3.98253429947622
Meta,Acacías,-73.7239536494809,4.00965799064779
Valle del Cauca,Riofrío,-76.3710621362271,4.10949158148612
Cundinamarca,San Bernardo,-74.3539769213963,4.14095846325538
Cundinamarca,Pandi,-74.471121282555,4.18049723563923
Valle del Cauca,Buenaventura,-77.0858736571999,3.61143053236918
Tolima,Carmen De Apicalá,-74.7470026358005,4.12341766689872
Tolima,Espinal,-74.8935297616968,4.16647711968279
Tolima,Guamo,-74.9766008767967,4.07650674473963
Tolima,Suárez,-74.8185941729449,4.04891079090034
Tolima,Icononzo,-74.5396423532736,4.1332730692958
Tolima,Melgar,-74.6377908313427,4.18604626477337
Tolima,Valle De San Juan,-75.1714823615675,4.18212565476483
Meta,Villavicencio,-73.492908255748,4.09167217625476
Cundinamarca,Arbeláez,-74.3957629006383,4.23278696961358
Tolima,Flandes,-74.8370477165175,4.24281841964068
Cundinamarca,Gutiérrez,-74.0246527074105,4.16608956095239
Valle del Cauca,Trujillo,-76.3429204209665,4.23326444856499
Tolima,San Luis,-75.1124477563415,4.12861707658344
Tolima,Rovira,-75.3475849638148,4.21672726989068
Cundinamarca,Guayabetal,-73.8354398082137,4.23187594426645
Cundinamarca,Fosca,-73.952867836617,4.31628007455701
Meta,Cumaral,-73.3147081354206,4.23248842525229
Cundinamarca,Nilo,-74.6147199264621,4.2947831002542
Cundinamarca,Ricaurte,-74.7293394137647,4.3073265547209
Cundinamarca,Tibacuy,-74.4866956950918,4.32134138889521
Cundinamarca,Quetame,-73.8526389113584,4.3345895840012
Cundinamarca,Agua De Dios,-74.6712699328667,4.37275159005325
Cundinamarca,Une,-74.0680872171643,4.30173335911719
Cundinamarca,Girardot,-74.8114110184158,4.33809334717624
Meta,Puerto López,-72.6457014325606,4.01429944760371
Cundinamarca,Cáqueza,-73.9447937047468,4.40223023832334
Meta,Restrepo,-73.4736602921882,4.23746334096564
Meta,El Calvario,-73.7143848271092,4.35239035301613
Valle del Cauca,Zarzal,-76.0506687444924,4.35359372890469
Meta,Cabuyaro,-72.9526913292109,4.31524524932432
Cundinamarca,Nariño,-74.8056379760065,4.4079364392311
Valle del Cauca,Bolívar,-76.3648569945494,4.36368255054202
Cundinamarca,Chipaque,-74.0594697899682,4.42577894749693
Tolima,Coello,-74.9114733295454,4.35416403804409
Valle del Cauca,Roldanillo,-76.1681241198388,4.44346818997637
Cundinamarca,Viotá,-74.4854223754745,4.43605268231276
Cundinamarca,Ubaque,-73.9756454524021,4.50075419878312
Meta,San Juanito,-73.6621124658771,4.46924685355248
Chocó,El Litoral Del San Juán,-76.9624477226542,4.24711315128892
Cundinamarca,Guataquí,-74.7818505331919,4.51230527874579
Valle del Cauca,La Unión,-76.1032891713395,4.537947954284
Cundinamarca,Tocaima,-74.6485895648109,4.45208446132765
Cundinamarca,El Colegio,-74.4265857603272,4.55694615102998
