Departamento,Municipio,Longitud,Latitud
Cundinamarca,Apulo,-74.5784210159737,4.5203645429953
Tolima,Piedras,-74.9209016631214,4.4850028429706
Cundinamarca,Anapoima,-74.5256952991761,4.55996288026581
Cundinamarca,Choachí,-73.9128772239165,4.58296519772632
Cundinamarca,San Antonio Del Tequendama,-74.3449050932244,4.59974103682163
Cundinamarca,Jerusalén,-74.6891585348109,4.57135025291424
Valle del Cauca,El Dovio,-76.287453760522,4.53985563217799
Cundinamarca,Medina,-73.406009932009,4.48441725245736
Cundinamarca,Fómeque,-73.7970526651974,4.52856846279398
Cundinamarca,Tena,-74.3918252803875,4.6515985790308
Tolima,Alvarado,-74.9863068537049,4.58262578906094
Valle del Cauca,Versalles,-76.2178926282865,4.62258685555372
Cundinamarca,La Mesa,-74.4731929513762,4.650800608723
Casanare,Villanueva,-72.8231454351652,4.52830849218754
Tolima,Anzoátegui,-75.1911774874925,4.63178403550382
Meta,Barranca De Upía,-72.9954912370657,4.51907416213774
Cundinamarca,Mosquera,-74.2353061740957,4.67293130272202
Cundinamarca,Paratebueno,-73.1869858924236,4.45234343481402
Valle del Cauca,Toro,-76.081063540884,4.63842605664526
Cundinamarca,Pulí,-74.6807440613441,4.69133624646722
Cundinamarca,Bojacá,-74.3289886495828,4.69166832652672
Cundinamarca,Cachipay,-74.4591972704005,4.72306357286731
Valle del Cauca,Argelia,-76.1416499864846,4.70428786399486
Cundinamarca,Gama,-73.6005444168689,4.72357346245093
Cundinamarca,Funza,-74.1974955425354,4.74294872612796
Cundinamarca,Quipile,-74.5541128056719,4.71506771238414
Cundinamarca,Gachalá,-73.5105538159045,4.65495512750006
Cundinamarca,Zipacón,-74.3866810825002,4.75439069551763
Chocó,Sipí,-76.5416171692491,4.59441469794878
Tolima,Venadillo,-74.9208982679986,4.70988140860868
Tolima,Santa Isabel,-75.2071273425699,4.7291078604068
Cundinamarca,Junín,-73.6924845848617,4.70515624352061
Cundinamarca,Beltrán,-74.7563179942127,4.71969340867428
Valle del Cauca,El Cairo,-76.2150282634403,4.75606369524985
Cundinamarca,Anolaima,-74.4619423025033,4.78931358684019
Cundinamarca,Madrid,-74.2597431486674,4.77267688385906
Cundinamarca,Ubalá,-73.4082788618117,4.75902277366388
Risaralda,Dosquebradas,-75.669916564077,4.84208063420524
Valle del Cauca,Ansermanuevo,-76.0296304459763,4.79592803507481
Cundinamarca,Facatativá,-74.3380175171753,4.83404381866806
Meta,Puerto Gaitán,-71.6315778129752,4.00503861920244
Cundinamarca,Tenjo,-74.1468065307541,4.83853626212968
Tolima,Murillo,-75.2199398579503,4.82673446513768
Boyacá,Chivor,-73.3614237931364,4.8711816024535
Risaralda,La Virginia,-75.8520968283786,4.90471113025293
Cundinamarca,Bituima,-74.5286386743002,4.84780735545726
Cundinamarca,El Rosal,-74.2380252820238,4.87972103451214
Cundinamarca,Guayabal De Síquima,-74.4834659416043,4.87940496946862
Tolima,Ambalema,-74.8044232356314,4.82491374898484
Cundinamarca,Albán,-74.4427780377991,4.8911136763315
Cundinamarca,Gachetá,-73.617737929017,4.86754258111354
Cundinamarca,Vianí,-74.5534585162452,4.88918020210938
Tolima,Lérida,-74.9233717769215,4.86603458455857
Boyacá,Santa María,-73.2537750627353,4.8230025554498
Cundinamarca,San Juan De Rioseco,-74.6584932981892,4.84109876847875
Risaralda,Santa Rosa De Cabal,-75.5494999183525,4.8337909092856
Cundinamarca,Cajicá,-74.0298305535874,4.93036004627111
Cundinamarca,Guatavita,-73.78649395207,4.91158427331026
Boyacá,Guayatá,-73.4966337228944,4.9314243410733
Risaralda,Balboa,-75.9427558710802,4.91834963304359
Boyacá,San Luis De Gaceno,-73.1237820837803,4.81527216920956
Tolima,Líbano,-75.0476307495715,4.87793676252635
Casanare,Sabanalarga,-72.9958065510066,4.81119010931916
Cundinamarca,Tabio,-74.0845078044484,4.95150113996161
Cundinamarca,Chaguaní,-74.6309013850495,4.95425175082463
Boyacá,Almeida,-73.3881342441447,4.95482507989157
Boyacá,Somondoco,-73.4287878500428,4.97097406692116
Cundinamarca,Sasaima,-74.4123098849444,4.94680361516326
Cundinamarca,Tocancipá,-73.9288741582901,4.9688449750969
Chocó,Nóvita,-76.618206658508,4.85317565061371
Cundinamarca,San Francisco,-74.2721712763057,4.96410215827492
Cundinamarca,Gachancipá,-73.8768073539454,5.01003638229407
Risaralda,Marsella,-75.7532140400294,4.94293624375987
Risaralda,La Celia,-76.0082267828659,4.98812767795735
Valle del Cauca,El Águila,-76.0660100083238,4.91756287236917
Boyacá,Sutatenza,-73.4335144737283,5.02685547259191
Caldas,Villamaria,-75.4354341335438,4.94020798908681
Boyacá,Guateque,-73.4881268997562,5.01450847893265
Casanare,Monterrey,-72.8473433986379,4.84130864126752
Boyacá,Macanal,-73.2941369463,4.98017649365437
Tolima,Villahermosa,-75.1558226857011,4.96585855036497
Cundinamarca,Manta,-73.5631374051726,4.97688114240255
Casanare,Maní,-72.2128027262644,4.67576948496395
Cundinamarca,Villeta,-74.4876562643496,5.01166838805095
Cundinamarca,Subachoque,-74.1568992337235,4.97035803543777
Caldas,Belalcázar,-75.812252950672,4.99467544766767
Cundinamarca,La Vega,-74.3393606004119,4.97861982834708
Caldas,Chinchiná,-75.6671283654493,4.98710574036484
Cundinamarca,Sesquilé,-73.7809168894626,5.0086863526334
Boyacá,Campohermoso,-73.1446703050147,5.00686253747719
Cundinamarca,Nocaima,-74.3897547636612,5.0661107678321
Cundinamarca,Supatá,-74.2313824960359,5.06169324169329
Boyacá,Tenza,-73.424796992263,5.07141313867804
Tolima,Casabianca,-75.189039765345,5.01669005723545
Caldas,San José,-75.8135324399921,5.07067792781874
Cundinamarca,Tibirita,-73.5136254568499,5.08410267861365
Chocó,Medio San Juan,-76.803669599896,4.8142247931953
Caldas,Viterbo,-75.8792987730018,5.04782269246991
Risaralda,Santuario,-75.9819844324301,5.04597842523373
Caldas,Palestina,-75.6617000941122,5.05026564377614
Tolima,Palocabildo,-75.0184492626367,5.09403577254337
Tolima,Armero,-74.8475009505512,5.00675894526094
Cundinamarca,Machetá,-73.6173746424571,5.04035752651854
Cundinamarca,Quebradanegra,-74.4945113739734,5.09998067966065
Boyacá,La Capilla,-73.4592370782324,5.1131670999182
Cundinamarca,Zipaquirá,-74.0230768135604,5.04619127754366
Cundinamarca,Nemocón,-73.8838023776004,5.09370535800037
Boyacá,Garagoa,-73.3143027209165,5.08946664772329
Caldas,Manizales,-75.5072467581846,5.08343050147185
Tolima,Herveo,-75.2432158486077,5.06855753295384
Tolima,Falan,-74.9570332084483,5.07925638562372
Cundinamarca,Cogua,-73.9753642312838,5.10312942168396
Caldas,Risaralda,-75.7587755201366,5.11218363667914
Casanare,Tauramena,-72.6294484425981,4.69819424730113
Chocó,San José Del Palmar,-76.2800236062023,4.95874134504133
Cundinamarca,Vergara,-74.3097922886863,5.13126753056546
Cundinamarca,Nimaima,-74.3963816666843,5.13374815839414
Boyacá,Páez,-73.0043586264061,5.09521103433835
Boyacá,Pachavita,-73.399512193034,5.14832387621701
Chocó,Condoto,-76.5275062743396,5.07371597496295
Casanare,Orocué,-71.59874242731,4.91514019855384
Cundinamarca,Suesca,-73.7827026818817,5.1359924764558
Boyacá,Miraflores,-73.1789672147503,5.15095329948241
Cundinamarca,Chocontá,-73.680673460291,5.11845032063937
Risaralda,Apía,-75.953538566516,5.13963462716472
Cundinamarca,Útica,-74.4777998816967,5.19279535756143
Chocó,Rio Iró,-76.4844612260868,5.17267262092746
Caldas,Neira,-75.5069179374983,5.18334953264626
Boyacá,Chinavita,-73.3404807367086,5.20297163679078
Cundinamarca,La Peña,-74.4078661070273,5.20459883006098
Caldas,Anserma,-75.7528828884356,5.20027892514815
Chocó,Istmina,-76.8691569658004,4.73984191585625
Tolima,Fresno,-75.0522842480207,5.18670211697521
Cundinamarca,Pacho,-74.1633654412436,5.1683676277157
Boyacá,Berbeo,-73.1011739789647,5.23205844919958
Boyacá,Úmbita,-73.4633847686449,5.21724136796851
Boyacá,San Eduardo,-73.0491406699198,5.2346146861725
Caldas,Manzanares,-75.1526344740443,5.23295391133529
Tolima,Mariquita,-74.9066678759902,5.23532160645908
Tolima,Honda,-74.7830183623602,5.17942552081315
Cundinamarca,El Peñón,-74.3083056386352,5.26172824313035
Cundinamarca,Villagómez,-74.1907437478615,5.27069462395958
Caldas,Marquetalia,-75.0411789124237,5.3091424957338
Caldas,Aranzazu,-75.4739270559702,5.26554089376143
Cundinamarca,Villapinzón,-73.577259210269,5.2272987088411
Boyacá,Turmequé,-73.5090871378703,5.30569741764748
Boyacá,Tibaná,-73.39325209528,5.30111664846456
Casanare,Aguazul,-72.5482101643243,5.1261218832012
Boyacá,Zetaquirá,-73.1676309199937,5.2856359760831
Cundinamarca,Ubaté,-73.8201056567358,5.3160900616742
Casanare,Chámeza,-72.8660880440683,5.22923894920374
Cundinamarca,Lenguazaque,-73.6815322788601,5.30363717300508
Vichada,Santa Rosalía,-70.6600545251764,4.96856550998674
Caldas,Marulanda,-75.2831701261184,5.23538278586585
Caldas,Filadelfia,-75.5897912173627,5.28573937671304
Casanare,Recetor,-72.7708183078755,5.26306850684598
Chocó,Medio Baudó,-76.9959289670214,5.11039358896563
Risaralda,Quinchía,-75.7133859693356,5.32389406178722
Boyacá,Nuevo Colón,-73.4487342415341,5.35470148428625
Chocó,Unión Panamericana,-76.6453978124754,5.28527811634051
Chocó,Tadó,-76.3310949640481,5.26610192412112
Cundinamarca,Topaipí,-74.2896399195815,5.35568838396519
Boyacá,Jenesano,-73.3769389923439,5.37715602832244
Cundinamarca,San Cayetano,-74.0723207761173,5.31460041748867
Cundinamarca,La Palma,-74.4080786170025,5.33340063793742
Cundinamarca,Guaduas,-74.6401363957518,5.17352537898414
Boyacá,Ciénega,-73.2820577092122,5.39305965315588
Boyacá,Ramiriquí,-73.3107615849874,5.31991269885148
Cundinamarca,Guachetá,-73.6932823427851,5.38729154245542
Caldas,La Merced,-75.5579121074532,5.39318470408047
Boyacá,Ventaquemada,-73.5209794253156,5.3833854799562
Caldas,Salamina,-75.4096169191143,5.37033120913641
Cundinamarca,Paime,-74.1639569524659,5.3876473356657
Boyacá,Boyacá,-73.3813699401596,5.43985621551449
Cundinamarca,Fúquene,-73.7705982883633,5.41628890665365
Boyacá,Rondón,-73.1965099476119,5.37994787883467
Boyacá,Pajarito,-72.6967267423816,5.38232894756228
Boyacá,Viracachá,-73.2662745572449,5.44055821551966
Cundinamarca,Susa,-73.8239253065623,5.4400923343157
Chocó,Cértegui,-76.5226409006749,5.3898305734921
Chocó,El Cantón Del San Pablo,-76.7725562436743,5.35966196708213
Boyacá,Coper,-74.0278295545635,5.44298345318286
Caldas,Marmato,-75.6022394691869,5.4924934304658
Boyacá,Soracá,-73.3189999707464,5.49489046512921
Caldas,Supia,-75.6404000716043,5.45294798968969
Caldas,Pensilvania,-75.1669971176944,5.40709896518246
Casanare,San Luis De Palenque,-71.5935237502163,5.23183222201527
Boyacá,Buenavista,-73.9506625386092,5.48939942318865
Boyacá,Siachoque,-73.2168177804557,5.49874769831571
Boyacá,La Victoria,-74.2287317962877,5.51672422327549
Cundinamarca,Caparrapí,-74.5212360937035,5.38150087214483
Boyacá,Samacá,-73.5211756008147,5.47053997182324
Boyacá,Cucaita,-73.4459864616302,5.52710408855359
Caldas,Riosucio,-75.7522084997592,5.44227649471143
Casanare,Yopal,-72.258032390041,5.24274725477733
Cundinamarca,Simijaca,-73.8451916403308,5.50977311463269
Casanare,Trinidad,-71.1939425405172,5.36736212426149
Chocó,Bajo Baudó,-77.2176728984629,5.01184195366438
Boyacá,Tunja,-73.3780061588701,5.51849166578725
Caldas,Pácora,-75.4825095402464,5.50002613792488
Boyacá,Ráquira,-73.6289443772874,5.49626861881684
Boyacá,Tota,-73.0053446042711,5.48919490265339
Boyacá,San Miguel De Sema,-73.7471589746012,5.53232693243063
Caldas,Victoria,-74.8362250079303,5.44754286623743
Boyacá,Muzo,-74.1165773818834,5.52534634381082
Antioquia,Caramanta,-75.6308103410464,5.55526541497212
Boyacá,Sora,-73.4437183851191,5.58057318929904
Boyacá,Cuítiva,-72.9395422424034,5.58775120392561
Boyacá,Sáchica,-73.5431019939453,5.57346487842231
Boyacá,Chivatá,-73.2633158344021,5.56388108104531
Boyacá,Tinjacá,-73.6761457113905,5.57756650372352
Boyacá,Caldas,-73.8805750855597,5.57599064944637
Boyacá,Quípama,-74.2179363943296,5.56154208046347
Boyacá,Aquitania,-72.8714924858585,5.43743831086632
Boyacá,Pesca,-73.0783799304803,5.49848331428648
Boyacá,Iza,-72.9698650716122,5.61736597824184
Boyacá,Maripí,-74.0200312713358,5.56981063892926
Boyacá,Toca,-73.1606969025818,5.58025428477345
Antioquia,Jardín,-75.8184257491916,5.57444433834326
Boyacá,Oicatá,-73.2799190456097,5.61078784477277
Boyacá,Motavita,-73.3773413076494,5.60618786491914
Antioquia,Nariño,-75.1945669630004,5.58127298004143
Chocó,Bagadó,-76.1979690614696,5.50311977476847
Boyacá,Sutamarchán,-73.6259877362718,5.6400307638427
Chocó,Rio Quito,-76.8115654276845,5.56753775758559
Chocó,Atrato,-76.6061156718617,5.56064020338221
Boyacá,Labranzagrande,-72.590384617941,5.54137814023703
Boyacá,Chiquinquirá,-73.8042453369238,5.6224880314423
Boyacá,Chíquiza,-73.4456238374722,5.64307574395629
Boyacá,Firavitoba,-73.019840889725,5.67367251991389
Boyacá,Villa De Leiva,-73.5149480038709,5.66576242717573
Casanare,Nunchía,-72.0925271187097,5.52916324558089
Boyacá,Briceño,-73.9093268230184,5.67550996304425
Boyacá,Tuta,-73.1830324640665,5.67219198808999
Caldas,Aguadas,-75.4503532724451,5.59677108738904
Boyacá,Tununguá,-73.9433092604675,5.72030151397062
Caldas,Samaná,-74.9936848576564,5.54028580013163
Caldas,Norcasia,-74.8549270676308,5.63806234949588
Chocó,Lloró,-76.3854437104391,5.5851021529645
Boyacá,Monguí,-72.8330104740207,5.69736676706763
Boyacá,Paya,-72.3692905964532,5.6212427409047
Boyacá,San Pablo De Borbur,-74.1140374868965,5.67734506549338
Antioquia,Argelia,-75.0946979540712,5.70811452394981
Antioquia,Valparaiso,-75.6308341245169,5.65193780113618
Boyacá,Sogamoso,-72.8865231036111,5.66800588599249
Caldas,La Dorada,-74.7122728531989,5.54048401016931
Boyacá,Saboyá,-73.7479946557187,5.69992604785383
Antioquia,Andes,-75.9245910095329,5.62395229446591
Boyacá,Mongua,-72.6916895555832,5.70964160322886
Cundinamarca,Puerto Salgar,-74.5801578869478,5.61981548615534
Boyacá,Santa Sofía,-73.603662877126,5.73160271605245
Boyacá,Tópaga,-72.8367291958934,5.76535035237853
Antioquia,Betania,-75.9868910776981,5.72708128464729
Boyacá,Gachantivá,-73.5426552057706,5.74410596905214
Boyacá,Cómbita,-73.3280351808837,5.68297128895113
Antioquia,Támesis,-75.7097997440866,5.67375857045408
Boyacá,Nobsa,-72.9326837447961,5.7787206057442
Boyacá,Tibasosa,-73.0111689816552,5.74735638292977
Antioquia,La Pintada,-75.602201357195,5.74657826550332
Boyacá,Pauna,-74.0050412179626,5.68880156142955
Cundinamarca,Yacopí,-74.3648087676933,5.59190912909864
Casanare,Pore,-71.9257538440366,5.66305730720345
Boyacá,Arcabuco,-73.4388797037066,5.74956533409574
Antioquia,Hispania,-75.9065093247438,5.79506287385346
Boyacá,Pisba,-72.4457904097419,5.74349381255411
Boyacá,Gámeza,-72.7355024403872,5.80333134454831
Santander,Florián,-73.9552493110928,5.80110628956778
Boyacá,Sotaquirá,-73.2554522587068,5.78520894995486
Boyacá,Busbanzá,-72.8757462305925,5.84348373047069
Santander,Albania,-73.8284597324766,5.77807338892753
Boyacá,Corrales,-72.8454479106136,5.82454510190055
Antioquia,Jericó,-75.7648825567463,5.76982053533851
Santander,Jesús María,-73.8234221759046,5.85428823311688
Antioquia,Pueblorrico,-75.8607666364972,5.80970187329517
Santander,Puente Nacional,-73.6784181537175,5.83112990480647
Boyacá,Floresta,-72.9249971838945,5.85899451265327
Antioquia,Sonsón,-75.0593535001781,5.76250586071311
Antioquia,Ciudad Bolívar,-76.0093733963047,5.8408448618743
Antioquia,Tarso,-75.8287100886511,5.87106197734342
Antioquia,Abejorral,-75.4384735252126,5.80372815517886
Boyacá,Moniquirá,-73.5585246391534,5.86336963378215
Antioquia,Montebello,-75.5197269332798,5.91685390892532
Boyacá,Togüí,-73.4892180511733,5.92183005538203
Boyacá,Tasco,-72.7262683247597,5.88229494265566
Santander,Barbosa,-73.6234519962451,5.95561596563255
Santander,Guavatá,-73.7217367084837,5.94489484336954
Boyacá,Paipa,-73.1379518698853,5.82677122817498
Antioquia,San Francisco,-74.9766091750374,5.87913419921745
Antioquia,Fredonia,-75.6783035729514,5.88698265367409
Antioquia,Santa Bárbara,-75.5833037118275,5.87898495143072
Antioquia,Venecia,-75.7761857776635,5.95593251211371
Boyacá,Santa Rosa De Viterbo,-72.9917275135092,5.89294655620683
Chocó,Nuquí,-77.2929777827073,5.69005621431371
Boyacá,Duitama,-73.067102614423,5.89061376441767
Chocó,El Carmen,-76.1918944235095,5.81093836437487
Antioquia,La Unión,-75.3542902248061,5.94043467404987
Boyacá,San José De Pare,-73.5438652210662,5.99415407664011
Antioquia,Puerto Triunfo,-74.6861076811449,5.95486649801724
Boyacá,Socha,-72.6824104126541,5.96052412317384
Chocó,Alto Baudó,-77.08421620168,5.63674451933255
Casanare,Támara,-72.2006858820509,5.87893858085827
Antioquia,La Ceja,-75.430869350191,5.99252482944626
Antioquia,Salgar,-75.9813703373978,5.97050163525757
Boyacá,Chitaraque,-73.425823713127,5.98439496697192
Santander,Güepsa,-73.5789950957457,6.03337387059257
Santander,Gámbita,-73.3193993427261,5.92438354442986
Antioquia,Amagá,-75.7080029721225,6.03292308943289
Boyacá,Sativasur,-72.7154885942221,6.07072488290113
Boyacá,Santana,-73.48974828347,6.05761497235148
Boyacá,Socotá,-72.5591393964705,5.93493275277308
Antioquia,Caldas,-75.6264108458096,6.05446281983802
Antioquia,Cocorná,-75.1603409203794,6.00176153137627
Santander,Chipatá,-73.6323960295799,6.06792237614034
Casanare,Sácama,-72.2107616335989,6.04990643383256
Antioquia,San Luis,-74.9384882677357,6.01969217595304
Casanare,Paz De Ariporo,-70.8694708254273,5.77991509453806
Antioquia,Titiribí,-75.7996600463077,6.05834997025716
Antioquia,Carmen De Viboral,-75.2680267348612,5.98016546348927
Boyacá,Tutazá,-72.8570783172975,6.07805190875616
Santander,San Benito,-73.5274905096707,6.10168119073552
Antioquia,El Retiro,-75.5156484402149,6.05290952284114
Antioquia,Sabaneta,-75.6085912104721,6.13838764654538
Santander,Sucre,-73.9593623532619,5.98320373284184
Antioquia,Santuario,-75.2523185473037,6.12403088388988
Antioquia,Concordia,-75.9001418449117,6.05746132279345
Antioquia,La Estrella,-75.6488428573971,6.13763655000945
Boyacá,Sativanorte,-72.7302674599227,6.13213385650015
Santander,El Peñón,-73.9271812675219,6.09672554011527
Antioquia,Angelópolis,-75.7159499710401,6.12143115898671
Santander,Suaita,-73.3662969610173,6.11456222378985
Antioquia,Envigado,-75.5465564041015,6.15417456040868
Santander,Encino,-73.0620666482605,6.07906122362122
Antioquia,Itagüí,-75.6142347594596,6.179369288394
Boyacá,Jericó,-72.5857769988611,6.14543992692283
Chocó,Medio Atrato,-76.6734697029826,6.03388009420787
Antioquia,Granada,-75.1276468588392,6.12338321735664
Antioquia,Rionegro,-75.4107614264667,6.15078659059202
Santander,Aguada,-73.530385409996,6.1822084756056
Antioquia,Armenia,-75.8099552816703,6.16368375714962
Antioquia,Marinilla,-75.3047213045745,6.18706269375699
Antioquia,Heliconia,-75.7497100193261,6.21451178762636
Antioquia,Betulia,-75.9564924633247,6.1857836113858
Antioquia,Puerto Nare,-74.6840833782261,6.13917488457794
Boyacá,Susacón,-72.7157563406562,6.21520057454979
Boyacá,Chita,-72.439031739354,6.09146848644844
Casanare,Hato Corozal,-71.1364546088004,6.10902164731858
Santander,Guadalupe,-73.4097744533074,6.23327824708153
Santander,El Guacamayo,-73.5359115070236,6.25354797565626
Antioquia,Peñol,-75.2235090538945,6.23239637247402
Santander,Oiba,-73.2800675419992,6.22510759285423
Antioquia,Guatapé,-75.1585189274602,6.24577562453525
Antioquia,San Carlos,-74.9072052412259,6.19389244951731
Casanare,La Salina,-72.3469337731902,6.17828237148829
Boyacá,La Uvita,-72.5555108524737,6.26512620742114
Antioquia,Guarne,-75.4374273117587,6.26653002695457
Chocó,Quibdó,-76.6636784376047,5.93895484962841
Santander,Guapotá,-73.3311527533922,6.31929986315268
Santander,Contratación,-73.5021152732758,6.30311661004636
Santander,Coromoro,-72.9817680249521,6.23473577744485
Santander,La Paz,-73.6297719513089,6.2173743656929
Boyacá,Soatá,-72.6960408953498,6.32308803878602
Santander,Charalá,-73.1540103570006,6.19555468048929
Santander,Ocamonte,-73.1221150107005,6.35537861982634
Antioquia,San Vicente,-75.3274016359566,6.31038751985102
Antioquia,San Rafael,-74.9985865158395,6.31074452848059
Santander,Confines,-73.2398527178632,6.35562069503217
Antioquia,Anzá,-75.912590871844,6.30804025875469
Antioquia,Alejandría,-75.0905970199816,6.36553412319502
Santander,Palmas Del Socorro,-73.2827317442878,6.39175010617538
Antioquia,Ebéjico,-75.7833117487535,6.32644492118437
Boyacá,El Cocuy,-72.4192375152271,6.35336318336015
Boyacá,Boavita,-72.6202124056976,6.3375156307291
Antioquia,Concepción,-75.2178590136248,6.37610618810781
Antioquia,Caracolí,-74.7335482074493,6.33797398030697
Santander,Chima,-73.4147612085577,6.37267718062246
Boyacá,Tipacoque,-72.6946358323859,6.42035348360246
Santander,Valle De San José,-73.1099717105038,6.43457891823859
Boyacá,San Mateo,-72.5596275965761,6.40688864457662
Boyacá,Guacamayas,-72.5163533163297,6.44543853674121
Boyacá,Panqueba,-72.4618243177665,6.44329976303445
Santander,Páramo,-73.1714823133888,6.41663113175347
Antioquia,Caicedo,-75.9935149824398,6.42346364008996
Santander,Santa Helena Del Opón,-73.5820657328846,6.40890641563249
Santander,Socorro,-73.2443600071832,6.46208823569788
Santander,Onzaga,-72.8120583767151,6.33519454704965
Boyacá,El Espino,-72.4804962444618,6.50824056005147
Antioquia,San Roque,-74.9318620968114,6.44866993327231
Santander,Vélez,-73.7024548625389,6.22059476374252
Santander,Pinchote,-73.1757011352556,6.51390894292963
Antioquia,Santo Domingo,-75.1426012065997,6.48103591508681
Santander,Landázuri,-73.8186888817158,6.33149715365069
Santander,Palmar,-73.2890067102227,6.52475399282365
Santander,San Joaquín,-72.8547188313564,6.45987982137206
Boyacá,Covarachía,-72.7402560393287,6.519513445056
Antioquia,Cisneros,-75.0825413936356,6.55006306960874
Santander,Macaravita,-72.5853649200801,6.51374530252041
Santander,Capitanejo,-72.674387677969,6.52020870664364
Antioquia,Urrao,-76.2590648176983,6.33534133240014
Santander,San Miguel,-72.6432249716745,6.56812154289197
Arauca,Puerto Rondón,-70.9667892363316,6.41176201176587
Santander,Cabrera,-73.2503489233998,6.56254367259585
Santander,Hato,-73.3617884119327,6.55987829542826
Antioquia,Sopetrán,-75.7458089185699,6.52016461395135
Santander,Mogotes,-72.9583477244435,6.49253231908499
Santander,San Gil,-73.1188739124432,6.55077811760357
Antioquia,Maceo,-74.7237073116633,6.54329860735456
Antioquia,Olaya,-75.7756709701038,6.61141808263536
Antioquia,Santa Fe De Antioquia,-75.9042665287892,6.5357115328688
Santander,Curití,-73.0187245071379,6.61834459860926
Santander,San José De Miranda,-72.7397655506835,6.6293916288447
Arauca,Tame,-71.7917860966679,6.39065041627777
Santander,Enciso,-72.6802793929286,6.65824116147099
Santander,Molagavita,-72.8191627408516,6.64329055825628
Santander,Barichara,-73.2151846686729,6.64706254184987
Antioquia,Giraldo,-75.9480466059633,6.66309585201765
Santander,Jordán,-73.0996131818725,6.71377971650428
Antioquia,Puerto Berrío,-74.528740571705,6.4819223132032
Santander,Carcasí,-72.5696843456448,6.65967527192145
Boyacá,Güicán De La Sierra,-72.2559933361013,6.5669917675474
Antioquia,Abriaquí,-76.0859775632445,6.62756937475556
Santander,Villanueva,-73.1639691610805,6.68586732519967
Santander,Cimitarra,-74.1703076198729,6.40972830434399
Santander,Galán,-73.3246712467046,6.67181098978762
Santander,Málaga,-72.7384094372127,6.72021577890077
Antioquia,Yalí,-74.7556644484815,6.71687247064458
Antioquia,Liborina,-75.7830004571848,6.7239909342052
Santander,Cepitá,-72.9292462867947,6.75246551957656
Santander,Aratoca,-73.0116269706011,6.71676658424962
Antioquia,Carolina,-75.3059063035269,6.75482154185753
Chocó,Bahía Solano,-77.3538238551408,6.29015489014105
Santander,El Carmen,-73.5647528762188,6.66426000326836
Antioquia,Yolombó,-74.9332769723608,6.64915070103075
Boyacá,Chiscas,-72.4179567526486,6.68911805644353
Antioquia,Gómez Plata,-75.1927028515484,6.70956280291108
Antioquia,Vigía Del Fuerte,-76.6950612849876,6.45335918790962
Arauca,Fortul,-71.8294463784089,6.70531359096018
Chocó,Bojayá,-77.09933653857,6.47466394227717
Santander,Puerto Parra,-73.9576125512366,6.68527883994645
Antioquia,San José De La Montaña,-75.6777082671239,6.82325891219515
Santander,Concepción,-72.6057161113873,6.78453116812598
Santander,Los Santos,-73.1078501893299,6.81216332418988
Santander,Simacota,-73.6901167289308,6.64810003129981
Antioquia,Frontino,-76.3319940797535,6.69136673163498
Antioquia,Guadalupe,-75.2259152975582,6.86159064267326
Santander,San Andrés,-72.8161320137696,6.79648306684845
Antioquia,Angostura,-75.3583250470329,6.86145979428224
Antioquia,Buriticá,-75.9120659431952,6.8090648898483
Antioquia,Cañasgordas,-76.0268963125555,6.81494987713825
Antioquia,Vegachí,-74.7545738933797,6.83826509978996
Santander,Zapatoca,-73.2797597915533,6.83462670122089
Antioquia,Uramita,-76.1331845404354,6.91392165787488
Antioquia,San Andrés de Cuerquia,-75.6651785572258,6.91456364271909
Antioquia,Murindó,-76.7086175060799,6.8287790410183
Antioquia,Sabanalarga,-75.7922280175261,6.90100028551833
Antioquia,Toledo,-75.7103305963328,7.01369574666781
Santander,Piedecuesta,-73.0051968978137,6.96247930170589
Santander,Floridablanca,-73.0679496948705,7.07984985918859
Santander,San Vicente De Chucurí,-73.539001932002,6.89431045253618
Santander,Betulia,-73.3874352067107,7.01320405727961
Santander,Girón,-73.2488633867008,7.03664764341106
Antioquia,Campamento,-75.292256280085,7.03544130658385
Antioquia,Peque,-75.8896884349191,7.04418005720325
Antioquia,Yarumal,-75.4589263989282,6.98657315232667
Santander,Barrancabermeja,-73.7821185737121,7.05406495531139
Antioquia,Briceño,-75.5622347384454,7.1117884609919
Santander,Bucaramanga,-73.111649018822,7.15543509719546
Antioquia,Remedios,-74.5569072756617,6.99821957506254
Antioquia,Yondó,-74.1582134742405,6.92518094287492
Antioquia,Amalfi,-74.9812731076969,6.97769067527398
Santander,Charta,-72.9878788027124,7.25896439845452
Norte de Santander,Cácota,-72.6521215263255,7.2705600873857
Norte de Santander,Mutiscua,-72.7683464311457,7.31693682975101
Santander,Vetas,-72.8815690075054,7.32221956318745
Santander,California,-72.9263443299058,7.3532880814065
Norte de Santander,Labateca,-72.5226631107894,7.26551534397435
Santander,Lebrija,-73.2913801297318,7.20406001554128
Bolívar,Cantagallo,-74.1003064471227,7.23914444069422
Antioquia,Valdivia,-75.4009450160534,7.26540421163137
Antioquia,Anorí,-75.1084896533512,7.19311033327088
Santander,Matanza,-73.0543899741694,7.34877832006
Norte de Santander,Pamplona,-72.6759034754284,7.37905762269438
Antioquia,Segovia,-74.6212712808248,7.26526756977165
Norte de Santander,Pamplonita,-72.6351542474818,7.48287128390944
Antioquia,Ituango,-75.8503510707777,7.30294625137141
